成龙,喜剧之王,出演,人,电影
成龙,琉璃尊,出演,人,电影
成龙,建国大业,出演,人,电影
周星驰,喜剧之王,出演,人,电影
周星驰,琉璃尊,出演,人,电影
章子怡,建国大业,出演,人,电影
章子怡,《2046》,出演,人,电影
巩俐,《2046》,出演,人,电影
周星驰,建国大业,出演,人,电影
巩俐,唐伯虎点秋香,出演,人,电影
巩俐,豪门夜宴,出演,人,电影
周星驰,唐伯虎点秋香,出演,人,电影
周星驰,豪门夜宴,出演,人,电影
成龙,警察故事,出演,人,电影
成龙,醉拳,出演,人,电影
成龙,龙的心,出演,人,电影
成龙,新少林寺,出演,人,电影
周星驰,功夫,出演,人,电影
周星驰,九品芝麻官,出演,人,电影
周星驰,大内密探灵灵狗,出演,人,电影
巩俐,霸王别姬,出演,人,电影
巩俐,满城尽带黄金甲,出演,人,电影
章子怡,一代宗师,出演,人,电影
章子怡,紫蝴蝶,出演,人,电影
